0	Unclassified
4071	k__Bacteria
173	k__Bacteria	p__Bacillota
209	k__Bacteria	p__Bacillota	c__Bacilli
1184	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales
3803	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae
99	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Ectobacillus
1	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Nitrosomonadales	f__Sulfuricellaceae	g__Sulfuricella
7	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Nitrosomonadales	f__Sulfuricellaceae	g__Sulfuricella	s__Sulfuricella_sp._T08
1	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Nitrosomonadales	f__Sulfuricellaceae	g__Sulfuricella	s__Sulfuricella_denitrificans
0	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Nitrosomonadales	f__Sulfuricellaceae	g__Sulfurimicrobium
4	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Nitrosomonadales	f__Sulfuricellaceae	g__Sulfurimicrobium	s__Sulfurimicrobium_lacus
0	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Nitrosomonadales	f__Sulfuricellaceae	g__Sulfurirhabdus
1	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Nitrosomonadales	f__Sulfuricellaceae	g__Sulfurirhabdus	s__Sulfurirhabdus_autotrophica
0	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Nitrosomonadales	f__Thiobacillaceae
4	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Nitrosomonadales	f__Thiobacillaceae	g__Thiobacillus
12	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Nitrosomonadales	f__Thiobacillaceae	g__Thiobacillus	s__Thiobacillus_denitrificans
1	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Nitrosomonadales	f__Thiobacillaceae	g__Thiobacillus	s__Thiobacillus_sp.
0	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Nitrosomonadales	f__Thiobacillaceae	g__Sulfuritortus
5	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Nitrosomonadales	f__Thiobacillaceae	g__Sulfuritortus	s__Sulfuritortus_calidifontis
0	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Nitrosomonadales	f__Thiobacillaceae	g__Parasulfuritortus
2	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Nitrosomonadales	f__Thiobacillaceae	g__Parasulfuritortus	s__Parasulfuritortus_cantonensis
0	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Nitrosomonadales	f__Sterolibacteriaceae
1	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Nitrosomonadales	f__Sterolibacteriaceae	g__Sulfuricystis
5	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Nitrosomonadales	f__Sterolibacteriaceae	g__Sulfuricystis	s__Sulfuricystis_thermophila
2	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Nitrosomonadales	f__Sterolibacteriaceae	g__Sulfuricystis	s__Sulfuricystis_multivorans
0	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Nitrosomonadales	f__Sterolibacteriaceae	g__Methyloversatilis
2	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Nitrosomonadales	f__Sterolibacteriaceae	g__Methyloversatilis	s__Methyloversatilis_sp.
1	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Nitrosomonadales	f__Sterolibacteriaceae	g__Methyloversatilis	s__Methyloversatilis_sp._XJ19-13
2	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Nitrosomonadales	f__Sterolibacteriaceae	g__Methyloversatilis	s__Methyloversatilis_universalis
1	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Nitrosomonadales	f__Sterolibacteriaceae	g__Methyloversatilis	s__Methyloversatilis_thermotolerans
0	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Nitrosomonadales	f__Sterolibacteriaceae	g__Sulfuritalea
2	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Nitrosomonadales	f__Sterolibacteriaceae	g__Sulfuritalea	s__Sulfuritalea_sp.
1	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Nitrosomonadales	f__Sterolibacteriaceae	g__Sulfuritalea	s__Sulfuritalea_hydrogenivorans
0	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Nitrosomonadales	f__Sterolibacteriaceae	g__Sulfurisoma
3	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Nitrosomonadales	f__Sterolibacteriaceae	g__Sulfurisoma	s__Sulfurisoma_sediminicola
0	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Nitrosomonadales	f__Sterolibacteriaceae	g__Candidatus_Nitricoxidivorans
2	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Nitrosomonadales	f__Sterolibacteriaceae	g__Candidatus_Nitricoxidivorans	s__Candidatus_Nitricoxidivorans_perseverans
0	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Nitrosomonadales	f__Sterolibacteriaceae	g__Denitratisoma
1	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Nitrosomonadales	f__Sterolibacteriaceae	g__Denitratisoma	s__Denitratisoma_oestradiolicum
0	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Nitrosomonadales	f__Usitatibacteraceae
0	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Nitrosomonadales	f__Usitatibacteraceae	g__Usitatibacter
5	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Nitrosomonadales	f__Usitatibacteraceae	g__Usitatibacter	s__Usitatibacter_palustris
4	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Nitrosomonadales	f__Usitatibacteraceae	g__Usitatibacter	s__Usitatibacter_rugosus
9	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Rhodocyclales
0	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Rhodocyclales	f__Rhodocyclaceae
32	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Rhodocyclales	f__Rhodocyclaceae	s__Rhodocyclaceae_bacterium
1	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Rhodocyclales	f__Rhodocyclaceae	s__Rhodocyclaceae_bacterium_UTPRO2
1	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Rhodocyclales	f__Rhodocyclaceae	g__Aromatoleum
16	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Rhodocyclales	f__Rhodocyclaceae	g__Aromatoleum	s__Aromatoleum_toluclasticum
4	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Rhodocyclales	f__Rhodocyclaceae	g__Aromatoleum	s__Aromatoleum_buckelii
3	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Rhodocyclales	f__Rhodocyclaceae	g__Aromatoleum	s__Aromatoleum_bremense
2	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Rhodocyclales	f__Rhodocyclaceae	g__Aromatoleum	s__Aromatoleum_evansii
2	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Rhodocyclales	f__Rhodocyclaceae	g__Aromatoleum	s__Aromatoleum_diolicum
1	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Rhodocyclales	f__Rhodocyclaceae	g__Aromatoleum	s__Aromatoleum_petrolei
1	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Rhodocyclales	f__Rhodocyclaceae	g__Aromatoleum	s__Aromatoleum_anaerobium
1	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Rhodocyclales	f__Rhodocyclaceae	g__Propionivibrio
7	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Rhodocyclales	f__Rhodocyclaceae	g__Propionivibrio	s__Propionivibrio_sp.
4	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Rhodocyclales	f__Rhodocyclaceae	g__Propionivibrio	s__Candidatus_Propionivibrio_aalborgensis
4	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Rhodocyclales	f__Rhodocyclaceae	g__Propionivibrio	s__Propionivibrio_soli
1	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Rhodocyclales	f__Rhodocyclaceae	g__Propionivibrio	s__Propionivibrio_dicarboxylicus
1	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Rhodocyclales	f__Rhodocyclaceae	g__Propionivibrio	s__Propionivibrio_limicola
0	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Rhodocyclales	f__Rhodocyclaceae	g__Azospira
6	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Rhodocyclales	f__Rhodocyclaceae	g__Azospira	s__Azospira_oryzae
4	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Rhodocyclales	f__Rhodocyclaceae	g__Azospira	s__Azospira_sp._I13
1	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Rhodocyclales	f__Rhodocyclaceae	g__Azospira	s__Azospira_restricta
1	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Rhodocyclales	f__Rhodocyclaceae	g__Niveibacterium
1	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Rhodocyclales	f__Rhodocyclaceae	g__Niveibacterium	s__Niveibacterium_umoris
1	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Rhodocyclales	f__Rhodocyclaceae	g__Rhodocyclus
0	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Rhodocyclales	f__Rhodocyclaceae	g__Oryzomicrobium
1	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Rhodocyclales	f__Rhodocyclaceae	g__Oryzomicrobium	s__Oryzomicrobium_terrae
1	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Rhodocyclales	f__Zoogloeaceae
3	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Rhodocyclales	f__Zoogloeaceae	g__Thauera
3	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Rhodocyclales	f__Zoogloeaceae	g__Thauera	s__Thauera_sp.
2	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Rhodocyclales	f__Zoogloeaceae	g__Thauera	s__Thauera_sp._K11
4	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Rhodocyclales	f__Zoogloeaceae	g__Thauera	s__Thauera_phenylacetica
2	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Rhodocyclales	f__Zoogloeaceae	g__Thauera	s__Thauera_aromatica
2	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Rhodocyclales	f__Zoogloeaceae	g__Thauera	s__Thauera_phenolivorans
1	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Rhodocyclales	f__Zoogloeaceae	g__Thauera	s__Thauera_linaloolentis
1	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Rhodocyclales	f__Zoogloeaceae	g__Thauera	s__Thauera_chlorobenzoica
2	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Rhodocyclales	f__Zoogloeaceae	g__Zoogloea
9	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Rhodocyclales	f__Zoogloeaceae	g__Zoogloea	s__Zoogloea_sp.
2	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Rhodocyclales	f__Zoogloeaceae	g__Zoogloea	s__Zoogloea_oleivorans
1	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Rhodocyclales	f__Zoogloeaceae	g__Azoarcus
3	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Rhodocyclales	f__Zoogloeaceae	g__Azoarcus	s__Azoarcus_olearius
1	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Rhodocyclales	f__Zoogloeaceae	g__Azoarcus	s__Azoarcus_sp._DN11
1	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Rhodocyclales	f__Zoogloeaceae	g__Azoarcus	s__Azoarcus_sp._DD4
0	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Rhodocyclales	f__Zoogloeaceae	g__Parazoarcus
5	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Rhodocyclales	f__Zoogloeaceae	g__Parazoarcus	s__Parazoarcus_communis
1	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Rhodocyclales	f__Zoogloeaceae	g__Uliginosibacterium
1	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Rhodocyclales	f__Zoogloeaceae	g__Uliginosibacterium	s__Uliginosibacterium_gangwonense
0	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Rhodocyclales	f__Zoogloeaceae	g__Nitrogeniibacter
2	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Rhodocyclales	f__Zoogloeaceae	g__Nitrogeniibacter	s__Nitrogeniibacter_aestuarii
0	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Rhodocyclales	f__Zoogloeaceae	g__Denitromonas
1	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Rhodocyclales	f__Zoogloeaceae	g__Denitromonas	s__Denitromonas_halophila
0	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Rhodocyclales	f__Zoogloeaceae	g__Pseudothauera
1	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Rhodocyclales	f__Zoogloeaceae	g__Pseudothauera	s__Pseudothauera_nasutitermitis
0	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Rhodocyclales	f__Zoogloeaceae	g__Cognatazoarcus
1	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Rhodocyclales	f__Zoogloeaceae	g__Cognatazoarcus	s__Cognatazoarcus_halotolerans
30	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Rhodocyclales	s__Rhodocyclales_bacterium_CG17_big_fil_post_rev_8_21_14_2_50_68_7
3	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Rhodocyclales	s__Rhodocyclales_bacterium_GWA2_65_19
1	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Rhodocyclales	f__Azonexaceae
1	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Rhodocyclales	f__Azonexaceae	g__Dechloromonas
2	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Rhodocyclales	f__Azonexaceae	g__Dechloromonas	s__Dechloromonas_sp._CZR5
1	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Rhodocyclales	f__Azonexaceae	g__Dechloromonas	s__Dechloromonas_sp._A34
1	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Rhodocyclales	f__Azonexaceae	g__Dechloromonas	s__Dechloromonas_sp.
3	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Rhodocyclales	f__Azonexaceae	g__Dechloromonas	s__Dechloromonas_hankyongensis
1	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Rhodocyclales	f__Azonexaceae	g__Dechloromonas	s__Dechloromonas_agitata
1	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Rhodocyclales	f__Azonexaceae	g__Dechloromonas	s__uncultured_Dechloromonas_sp.
0	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Rhodocyclales	f__Azonexaceae	g__Azonexus
6	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Rhodocyclales	f__Azonexaceae	g__Azonexus	s__Azonexus_hydrophilus
2	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Rhodocyclales	f__Azonexaceae	g__Azonexus	s__uncultured_Azonexus_sp.
1	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Rhodocyclales	f__Azonexaceae	g__Azonexus	s__Azonexus_sp.
0	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Rhodocyclales	f__Azonexaceae	g__Ferribacterium
1	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Rhodocyclales	f__Azonexaceae	g__Ferribacterium	s__Ferribacterium_limneticum
0	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Rhodocyclales	f__Azonexaceae	g__Quatrionicoccus
1	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Rhodocyclales	f__Azonexaceae	g__Quatrionicoccus	s__Quatrionicoccus_australiensis
0	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Neisseriales
0	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Neisseriales	f__Neisseriaceae
0	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Neisseriales	f__Neisseriaceae	g__Kingella
17	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Neisseriales	f__Neisseriaceae	g__Kingella	s__Kingella_denitrificans
1	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Neisseriales	f__Neisseriaceae	g__Kingella	s__Kingella_kingae
6	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Neisseriales	f__Neisseriaceae	g__Neisseria
3	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Neisseriales	f__Neisseriaceae	g__Neisseria	s__Neisseria_gonorrhoeae
1	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Neisseriales	f__Neisseriaceae	g__Neisseria	s__Neisseria_sp._HMSC078C12
1	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Neisseriales	f__Neisseriaceae	g__Neisseria	s__Neisseria_sp._HSC-16F19
1	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Neisseriales	f__Neisseriaceae	g__Neisseria	s__Neisseria_meningitidis
1	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Neisseriales	f__Neisseriaceae	g__Neisseria	s__Neisseria_montereyensis
0	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Neisseriales	f__Neisseriaceae	g__Crenobacter
5	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Neisseriales	f__Neisseriaceae	g__Crenobacter	s__Crenobacter_cavernae
3	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Neisseriales	f__Neisseriaceae	g__Crenobacter	s__Crenobacter_intestini
1	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Neisseriales	f__Neisseriaceae	g__Snodgrassella
3	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Neisseriales	f__Neisseriaceae	g__Snodgrassella	s__Snodgrassella_sp._CFCC_13594
3	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Neisseriales	f__Neisseriaceae	g__Vitreoscilla
3	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Neisseriales	f__Neisseriaceae	s__Neisseriaceae_bacterium
0	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Neisseriales	f__Neisseriaceae	g__Eikenella
1	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Neisseriales	f__Neisseriaceae	g__Eikenella	s__Eikenella_corrodens
0	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Neisseriales	f__Neisseriaceae	g__Uruburuella
1	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Neisseriales	f__Neisseriaceae	g__Uruburuella	s__Uruburuella_suis
0	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Neisseriales	f__Neisseriaceae	g__Stenoxybacter
1	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Neisseriales	f__Neisseriaceae	g__Stenoxybacter	s__Stenoxybacter_acetivorans
0	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Neisseriales	f__Chromobacteriaceae
4	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Neisseriales	f__Chromobacteriaceae	g__Chromobacterium
4	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Neisseriales	f__Chromobacteriaceae	g__Chromobacterium	s__Chromobacterium_violaceum
1	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Neisseriales	f__Chromobacteriaceae	g__Chromobacterium	s__Chromobacterium_sp._ATCC_53434
2	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Neisseriales	f__Chromobacteriaceae	g__Chromobacterium	s__Chromobacterium_alticapitis
1	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Neisseriales	f__Chromobacteriaceae	g__Chromobacterium	s__Chromobacterium_vaccinii
1	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Neisseriales	f__Chromobacteriaceae	g__Chromobacterium	s__Chromobacterium_amazonense
0	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Neisseriales	f__Chromobacteriaceae	g__Paludibacterium
7	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Neisseriales	f__Chromobacteriaceae	g__Paludibacterium	s__Paludibacterium_paludis
1	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Neisseriales	f__Chromobacteriaceae	g__Paludibacterium	s__Paludibacterium_sp.
2	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Neisseriales	f__Chromobacteriaceae	g__Pseudogulbenkiania
3	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Neisseriales	f__Chromobacteriaceae	g__Pseudogulbenkiania	s__Pseudogulbenkiania_ferrooxidans
1	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Neisseriales	f__Chromobacteriaceae	g__Pseudogulbenkiania	s__uncultured_Pseudogulbenkiania_sp.
0	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Neisseriales	f__Chromobacteriaceae	g__Aquitalea
3	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Neisseriales	f__Chromobacteriaceae	g__Aquitalea	s__uncultured_Aquitalea_sp.
1	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Neisseriales	f__Chromobacteriaceae	g__Aquitalea	s__Aquitalea_aquatilis
1	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Neisseriales	f__Chromobacteriaceae	g__Vogesella
1	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Neisseriales	f__Chromobacteriaceae	g__Vogesella	s__Vogesella_indigofera
1	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Neisseriales	f__Chromobacteriaceae	g__Vogesella	s__Vogesella_oryzae
2	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Neisseriales	f__Chromobacteriaceae	g__Gulbenkiania
3	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Neisseriales	f__Chitinibacteraceae
1	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Neisseriales	f__Chitinibacteraceae	g__Chitinimonas
2	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Neisseriales	f__Chitinibacteraceae	g__Chitinimonas	s__Chitinimonas_sp._DQS-5
1	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Neisseriales	f__Chitinibacteraceae	g__Chitinimonas	s__Chitinimonas_sp._BJB300
1	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Neisseriales	f__Chitinibacteraceae	g__Chitinimonas	s__Chitinimonas_taiwanensis
1	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Neisseriales	f__Chitinibacteraceae	g__Chitinimonas	s__Chitinimonas_koreensis
1	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Neisseriales	f__Chitinibacteraceae	g__Chitinimonas	s__Chitinimonas_arctica
1	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Neisseriales	f__Chitinibacteraceae	g__Chitinibacter
1	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Neisseriales	f__Chitinibacteraceae	g__Chitinibacter	s__Chitinibacter_fontanus
1	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Neisseriales	f__Chitinibacteraceae	g__Chitinibacter	s__Chitinibacter_sp._GC72
0	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Neisseriales	f__Chitinibacteraceae	g__Andreprevotia
2	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Neisseriales	f__Chitinibacteraceae	g__Andreprevotia	s__Andreprevotia_sp._IGB-42
0	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Neisseriales	f__Chitinibacteraceae	g__Jeongeupia
1	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Neisseriales	f__Chitinibacteraceae	g__Jeongeupia	s__Jeongeupia_sp._HS-3
1	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Neisseriales	f__Chitinibacteraceae	g__Jeongeupia	s__Jeongeupia_sp._USM3
0	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Neisseriales	f__Chitinibacteraceae	g__Iodobacter
1	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Neisseriales	f__Chitinibacteraceae	g__Iodobacter	s__Iodobacter_violacea
1	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Neisseriales	f__Chitinibacteraceae	g__Deefgea
0	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Neisseriales	f__Chitinibacteraceae	g__Chitinilyticum
1	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Neisseriales	f__Chitinibacteraceae	g__Chitinilyticum	s__Chitinilyticum_litopenaei
0	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Neisseriales	f__Chitinibacteraceae	g__Chitiniphilus
1	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Neisseriales	f__Chitinibacteraceae	g__Chitiniphilus	s__Chitiniphilus_shinanonensis
1	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Neisseriales	f__Aquaspirillaceae
0	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Neisseriales	f__Aquaspirillaceae	g__Aquaspirillum
2	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Neisseriales	f__Aquaspirillaceae	g__Aquaspirillum	s__Aquaspirillum_sp._LM1
0	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Neisseriales	f__Aquaspirillaceae	g__Microvirgula
2	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Neisseriales	f__Aquaspirillaceae	g__Microvirgula	s__Microvirgula_aerodenitrificans
0	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Neisseriales	f__Aquaspirillaceae	g__Rivihabitans
1	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Neisseriales	f__Aquaspirillaceae	g__Rivihabitans	s__Rivihabitans_pingtungensis
14	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	g__Candidatus_Accumulibacter
29	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	g__Candidatus_Accumulibacter	s__Candidatus_Accumulibacter_phosphatis
